Customer ID,Customer Type,Subscription Start,Subscription End,Monthly Subscription Cost (EUR)
5690,Continue,2023-12-21,2024-05-19,29.99
5691,Continue,2022-07-16,2023-05-03,9.99
5692,New,2022-10-22,2023-01-21,9.99
5693,Continue,2022-05-12,2022-11-13,29.99
5694,New,2022-08-23,2022-11-02,19.99
5695,Back to us,2022-11-22,2023-05-17,19.99
5696,Continue,2023-07-10,2024-01-01,29.99
5697,Continue,2022-05-19,2022-12-27,29.99
5698,Continue,2022-08-16,2022-12-21,19.99
5699,Back to us,2023-03-19,2023-07-29,19.99
5700,New,2022-02-10,2022-10-12,19.99
5701,Back to us,2023-03-15,2023-09-15,9.99
5702,Continue,2022-08-01,2023-05-26,19.99
5703,Continue,2023-02-10,2023-10-03,19.99
5704,Continue,2022-08-23,2023-05-29,9.99
5705,New,2022-11-19,2023-11-04,9.99
5706,Continue,2022-06-02,2023-04-07,19.99
5707,Continue,2022-12-17,2023-08-23,19.99
5708,New,2023-04-17,2024-02-09,29.99
5709,Continue,2023-08-17,2024-06-26,29.99
5710,New,2022-12-24,2023-03-16,9.99
5711,New,2023-12-08,2024-07-20,9.99
5712,Continue,2023-05-09,2023-11-08,9.99
5713,Back to us,2022-02-16,2023-02-08,19.99
5714,Continue,2022-04-19,2023-04-04,19.99
5715,New,2023-11-01,2024-07-28,9.99
5716,Continue,2023-01-25,2023-03-06,9.99
5717,New,2022-05-12,2022-10-05,29.99
5718,Back to us,2023-10-19,2024-03-04,9.99
5719,New,2022-08-20,2023-02-04,29.99
5720,Continue,2022-10-19,2023-04-28,19.99
5721,Back to us,2022-09-27,2023-07-07,9.99
5722,Continue,2022-12-12,2023-01-23,19.99
5723,Continue,2022-06-20,2022-08-17,19.99
5724,Continue,2022-08-19,2023-08-04,9.99
5725,Continue,2023-01-27,2023-10-07,19.99
5726,New,2023-12-14,2024-11-18,19.99
5727,New,2022-09-21,2023-07-12,29.99
5728,New,2022-04-27,2023-01-17,29.99
5729,New,2023-11-13,2024-05-10,9.99
5730,Back to us,2022-11-27,2023-03-25,19.99
5731,Continue,2022-12-26,2023-05-27,29.99
5732,Continue,2022-10-13,2023-03-26,9.99
5733,Back to us,2023-04-26,2024-03-14,19.99
5734,Back to us,2022-10-03,2023-07-16,19.99
5735,Continue,2023-07-22,2024-07-11,9.99
5736,New,2023-07-26,2024-01-28,9.99
5737,Continue,2023-07-27,2024-07-12,29.99
5738,New,2022-11-06,2023-05-29,29.99
5739,Continue,2022-02-11,2022-06-02,29.99
5740,Continue,2023-04-12,2023-09-11,19.99
5741,Continue,2023-01-22,2023-03-27,29.99
5742,New,2023-06-20,2023-08-12,19.99
5743,Continue,2023-04-04,2024-03-14,29.99
5744,New,2023-03-02,2023-07-11,19.99
5745,New,2022-12-12,2023-07-12,29.99
5746,Continue,2022-09-02,2022-11-23,19.99
5747,Continue,2023-09-22,2024-05-16,19.99
5748,Back to us,2023-01-27,2023-07-14,19.99
5749,Back to us,2022-02-26,2022-07-26,19.99
5750,Continue,2023-04-05,2023-11-30,29.99
5751,Continue,2023-07-13,2024-07-11,29.99
5752,Continue,2023-06-09,2024-04-05,9.99
5753,Continue,2022-09-06,2023-05-25,29.99
5754,Continue,2022-04-02,2022-12-28,9.99
5755,New,2022-07-05,2023-03-01,19.99
5756,Continue,2022-04-09,2022-11-21,9.99
5757,Continue,2023-08-16,2024-03-03,29.99
5758,New,2022-10-19,2023-04-10,9.99
5759,Continue,2022-08-13,2023-08-07,19.99
5760,Continue,2022-07-02,2022-11-25,9.99
5761,Continue,2022-09-22,2023-08-02,29.99
5762,New,2022-06-04,2023-03-22,29.99
5763,Continue,2022-04-01,2023-01-20,29.99
5764,Continue,2023-08-08,2024-05-28,9.99
5765,Continue,2023-09-07,2024-05-08,9.99
5766,Continue,2023-12-22,2024-11-30,29.99
5767,New,2023-10-05,2024-06-06,29.99
5768,Continue,2023-05-01,2023-11-12,9.99
5769,Continue,2023-07-09,2023-12-06,29.99
5770,Continue,2022-08-10,2023-07-11,9.99
5771,Continue,2023-01-20,2023-09-24,9.99
5772,Continue,2023-02-27,2023-04-09,9.99
5773,Continue,2022-07-17,2023-01-29,19.99
5774,New,2023-02-20,2023-11-20,29.99
5775,Continue,2023-12-21,2024-07-28,19.99
5776,New,2022-02-05,2023-01-25,19.99
5777,Continue,2022-09-18,2023-04-01,29.99
5778,Continue,2022-10-05,2023-02-15,29.99
5779,Continue,2023-08-21,2023-10-09,19.99
5780,New,2022-07-17,2023-04-15,9.99
5781,Back to us,2022-09-05,2023-04-04,9.99
5782,Continue,2023-08-19,2023-09-26,9.99
5783,Continue,2022-08-10,2022-10-08,9.99
5784,Continue,2022-03-05,2023-02-12,29.99
5785,Continue,2023-03-05,2023-10-12,9.99
5786,Continue,2022-09-23,2023-08-05,9.99
5787,Continue,2023-10-01,2024-09-23,9.99
5788,New,2022-02-07,2022-11-20,9.99
5789,Continue,2022-09-08,2023-04-08,9.99
5790,New,2022-10-04,2022-11-29,29.99
5791,Continue,2023-07-14,2024-07-06,9.99
5792,Continue,2022-12-13,2023-03-05,19.99
5793,Back to us,2023-11-06,2024-08-29,19.99
5794,Continue,2023-03-18,2023-12-01,19.99
5795,Continue,2023-05-27,2024-01-30,29.99
5796,Back to us,2022-07-12,2022-12-06,9.99
5797,Back to us,2023-06-27,2023-10-14,9.99
5798,Back to us,2022-05-10,2023-05-06,9.99
5799,Back to us,2022-01-14,2022-09-21,29.99
5800,New,2023-03-15,2023-09-01,9.99
5801,Continue,2023-01-20,2023-04-15,9.99
5802,Continue,2022-03-23,2022-07-31,19.99
5803,Continue,2023-05-17,2024-04-29,29.99
5804,Continue,2022-05-12,2023-03-05,19.99
5805,Continue,2022-06-06,2023-05-24,29.99
5806,Back to us,2023-10-06,2024-05-24,29.99
5807,Continue,2023-02-17,2024-01-13,9.99
5808,Continue,2022-02-25,2022-04-06,9.99
5809,Continue,2023-03-09,2023-11-07,19.99
5810,Continue,2023-09-14,2024-07-08,9.99
5811,Continue,2023-10-23,2024-04-11,9.99
5812,Back to us,2023-02-17,2023-07-16,9.99
5813,New,2022-12-26,2023-06-01,9.99
5814,Back to us,2023-07-17,2024-04-23,9.99
5815,Continue,2023-06-08,2024-05-06,9.99
5816,Continue,2022-12-08,2023-05-02,9.99
5817,Continue,2022-07-25,2023-05-24,29.99
5818,Continue,2023-01-12,2023-07-24,29.99
5819,New,2022-03-18,2023-02-05,19.99
5820,Continue,2022-09-06,2023-04-11,29.99
5821,New,2023-12-21,2024-07-01,19.99
5822,Continue,2023-06-10,2023-10-16,9.99
5823,Back to us,2023-08-06,2024-04-13,19.99
5824,Continue,2022-08-01,2022-10-09,19.99
5825,New,2022-01-14,2022-05-17,19.99
5826,Continue,2022-12-26,2023-04-20,9.99
5827,Back to us,2023-01-07,2023-06-24,29.99
5828,Continue,2022-06-11,2022-09-24,9.99
5829,Continue,2022-11-12,2023-03-23,19.99
5830,Continue,2023-07-21,2023-12-14,19.99
5831,Continue,2023-03-09,2023-07-25,19.99
5832,Back to us,2023-05-24,2023-09-02,29.99
5833,Continue,2023-05-04,2024-03-06,9.99
5834,Back to us,2023-04-04,2023-05-12,29.99
5835,New,2023-03-03,2023-06-24,29.99
5836,Continue,2022-10-22,2022-12-05,19.99
5837,Back to us,2023-01-08,2023-11-13,29.99
5838,Back to us,2022-10-28,2023-09-07,9.99
5839,New,2023-06-03,2023-07-29,9.99
5840,New,2023-12-20,2024-08-24,19.99
5841,Back to us,2022-01-11,2022-09-01,29.99
5842,Back to us,2023-08-01,2023-09-16,29.99
5843,Continue,2022-01-10,2022-04-09,29.99
5844,Back to us,2022-10-10,2023-05-04,19.99
5845,Continue,2022-04-08,2022-10-29,19.99
5846,Continue,2022-12-20,2023-06-22,19.99
5847,Back to us,2022-04-23,2022-09-28,9.99
5848,New,2023-11-25,2024-09-01,9.99
5849,New,2022-05-17,2022-12-09,29.99
5850,Back to us,2023-07-07,2024-02-09,29.99
5851,Continue,2022-05-27,2022-12-15,9.99
5852,Back to us,2023-06-28,2023-09-02,19.99
5853,Continue,2022-01-17,2022-12-03,29.99
5854,New,2022-03-28,2022-10-02,9.99
5855,New,2022-08-11,2023-02-23,9.99
5856,Back to us,2022-11-25,2023-06-24,29.99
5857,Continue,2022-11-19,2023-09-24,29.99
5858,Continue,2022-09-09,2023-09-01,29.99
5859,Continue,2022-10-07,2023-09-30,29.99
5860,Back to us,2022-11-24,2023-09-27,29.99
5861,New,2023-07-14,2024-06-17,29.99
5862,Continue,2023-09-03,2023-11-25,9.99
5863,Back to us,2023-01-06,2023-04-21,9.99
5864,Continue,2023-11-18,2024-11-01,9.99
5865,New,2022-04-05,2022-07-24,9.99
5866,New,2022-07-06,2022-11-07,9.99
5867,Continue,2023-02-19,2023-08-26,9.99
5868,Back to us,2023-01-21,2023-09-30,9.99
5869,Continue,2022-03-08,2023-02-23,29.99
5870,Continue,2022-11-21,2023-01-19,29.99
5871,Continue,2022-11-18,2023-07-12,29.99
5872,Continue,2022-02-10,2023-01-12,29.99
5873,Continue,2022-04-10,2022-11-07,9.99
5874,New,2023-01-01,2023-11-27,19.99
5875,New,2023-02-11,2023-10-17,29.99
5876,Continue,2023-04-08,2024-01-11,9.99
5877,Back to us,2023-06-01,2023-08-20,19.99
5878,Continue,2022-06-16,2023-03-02,29.99
5879,Continue,2023-12-20,2024-07-25,9.99
5880,Continue,2022-08-25,2022-11-03,29.99
5881,New,2022-01-09,2022-06-12,9.99
5882,Continue,2022-08-09,2022-11-20,9.99
5883,New,2023-11-12,2024-10-02,9.99
5884,Continue,2023-05-21,2024-04-24,9.99
5885,New,2023-08-18,2023-10-12,19.99
5886,Continue,2023-01-18,2023-06-20,9.99
5887,Back to us,2022-06-20,2023-01-18,19.99
5888,Continue,2022-10-13,2023-07-04,19.99
5889,Back to us,2023-03-25,2023-07-12,19.99
5890,New,2023-07-27,2024-06-06,9.99
5891,Continue,2022-08-26,2023-05-11,19.99
5892,Continue,2023-11-07,2024-10-30,9.99
5893,Continue,2023-01-14,2023-06-06,29.99
5894,New,2023-05-27,2024-05-13,9.99
5895,Continue,2023-11-06,2024-09-03,9.99
5896,New,2023-09-22,2024-07-20,19.99
5897,New,2023-05-06,2023-10-01,19.99
5898,Continue,2022-07-17,2023-04-18,9.99
5899,Back to us,2022-02-11,2022-05-14,9.99
5900,New,2022-01-01,2022-05-29,9.99
5901,New,2023-11-07,2024-07-02,19.99
5902,New,2023-03-13,2024-02-25,29.99
5903,Continue,2022-04-28,2022-12-12,19.99
5904,Continue,2023-03-07,2023-05-20,29.99
5905,Continue,2023-04-04,2024-03-09,9.99
5906,Back to us,2023-05-03,2023-11-02,29.99
5907,Continue,2022-04-26,2022-12-02,9.99
5908,Continue,2023-12-05,2024-03-31,19.99
5909,Continue,2022-06-26,2023-01-25,29.99
5910,Continue,2022-01-20,2022-08-04,19.99
5911,Back to us,2023-12-04,2024-05-03,9.99
5912,Continue,2023-08-16,2023-12-22,19.99
5913,New,2023-11-06,2024-04-24,19.99
5914,Continue,2022-02-06,2022-04-27,29.99
5915,Back to us,2022-07-16,2022-12-14,29.99
5916,New,2023-11-14,2024-09-26,19.99
5917,Continue,2023-02-10,2023-09-21,29.99
5918,Back to us,2022-06-05,2022-12-30,9.99
5919,Back to us,2022-01-25,2022-04-08,29.99
5920,Continue,2023-06-11,2023-10-31,19.99
5921,Continue,2023-08-25,2023-12-22,29.99
5922,Continue,2023-02-28,2023-08-25,19.99
5923,Back to us,2022-07-08,2023-06-02,29.99
5924,Continue,2022-04-18,2022-12-16,19.99
5925,Back to us,2022-08-16,2023-01-18,29.99
5926,Continue,2023-03-08,2024-02-18,19.99
5927,Back to us,2022-12-23,2023-12-10,9.99
5928,Continue,2023-01-02,2023-04-18,29.99
5929,Continue,2022-04-12,2022-10-04,29.99
5930,Continue,2022-03-05,2023-01-06,9.99
5931,Continue,2023-04-18,2024-03-07,9.99
5932,Back to us,2022-04-09,2022-09-11,9.99
5933,Continue,2023-07-08,2023-08-07,19.99
5934,Continue,2023-06-15,2024-06-10,19.99
5935,New,2023-05-27,2024-01-19,9.99
5936,Continue,2022-06-22,2023-01-16,9.99
5937,Continue,2022-05-15,2022-09-13,9.99
5938,Continue,2022-05-12,2023-04-12,9.99
5939,Back to us,2023-04-16,2023-09-25,19.99
5940,Back to us,2022-05-01,2022-09-16,9.99
5941,Continue,2022-01-07,2022-06-15,9.99
5942,Back to us,2023-01-22,2024-01-13,9.99
5943,New,2022-08-28,2023-03-08,19.99
5944,New,2023-10-12,2024-05-23,29.99
5945,Back to us,2023-08-26,2024-03-02,29.99
5946,Back to us,2022-05-14,2022-10-02,29.99
5947,Back to us,2023-05-15,2023-10-21,9.99
5948,Continue,2023-12-17,2024-11-24,9.99
5949,Back to us,2023-03-16,2023-10-16,29.99
5950,Continue,2023-03-09,2023-08-26,19.99
5951,Continue,2023-01-05,2023-07-26,29.99
5952,Continue,2023-03-14,2023-07-31,9.99
5953,Back to us,2023-08-26,2024-05-08,29.99
5954,Back to us,2022-01-17,2022-11-26,29.99
5955,New,2022-12-10,2023-09-10,9.99
5956,New,2022-10-07,2023-06-21,9.99
5957,Continue,2022-02-08,2022-10-03,9.99
5958,Back to us,2022-11-26,2023-06-08,29.99
5959,Continue,2023-11-07,2023-12-20,9.99
5960,Continue,2023-04-24,2023-11-08,19.99
5961,Continue,2022-08-02,2022-12-16,19.99
5962,Continue,2022-10-26,2023-09-01,9.99
5963,Back to us,2022-12-02,2023-10-06,19.99
5964,Continue,2023-05-14,2024-04-17,9.99
5965,New,2023-05-17,2024-01-12,9.99
5966,New,2023-06-01,2024-01-19,9.99
5967,New,2022-02-15,2022-04-24,9.99
5968,Continue,2023-03-06,2023-06-22,19.99
5969,Continue,2022-05-04,2023-01-28,9.99
5970,New,2023-03-16,2023-07-02,29.99
5971,New,2022-07-16,2022-12-16,29.99
5972,Continue,2022-01-18,2022-10-24,29.99
5973,Continue,2023-03-10,2023-11-13,9.99
5974,New,2022-05-25,2023-03-01,9.99
5975,Back to us,2022-03-02,2022-04-29,29.99
5976,New,2022-01-17,2022-06-09,9.99
5977,Continue,2022-07-09,2023-05-21,9.99
5978,Continue,2022-11-03,2023-05-01,19.99
5979,Back to us,2023-02-14,2023-10-11,9.99
5980,Continue,2022-04-17,2022-09-27,9.99
5981,Continue,2023-05-01,2023-06-13,9.99
5982,Continue,2022-09-18,2023-09-04,29.99
5983,Continue,2022-05-25,2022-06-24,29.99
5984,Continue,2022-05-16,2022-07-08,29.99
5985,Continue,2023-02-16,2024-02-14,29.99
5986,Continue,2023-08-16,2024-04-05,9.99
5987,Continue,2022-01-14,2022-09-04,9.99
5988,Back to us,2023-05-21,2024-01-01,9.99
5989,Back to us,2022-03-15,2022-07-30,29.99
5990,Continue,2023-02-01,2023-08-31,29.99
5991,New,2022-10-22,2022-12-05,29.99
5992,Back to us,2023-10-18,2023-12-19,29.99
5993,Continue,2023-03-24,2023-10-21,9.99
5994,Continue,2022-04-01,2022-05-06,9.99
5995,Continue,2022-04-04,2022-05-16,9.99
5996,New,2023-06-13,2023-09-28,9.99
5997,New,2023-05-12,2023-06-26,29.99
5998,Continue,2023-05-19,2024-04-03,9.99
5999,Continue,2022-03-18,2022-11-06,19.99
6000,Back to us,2023-11-10,2024-08-05,9.99
6001,Back to us,2023-11-21,2024-06-14,9.99
6002,Continue,2022-11-06,2023-05-26,29.99
6003,Continue,2022-09-15,2023-01-27,29.99
6004,Continue,2023-11-20,2024-04-26,19.99
6005,New,2022-08-28,2022-12-02,9.99
6006,New,2022-04-06,2022-05-24,9.99
6007,New,2022-01-06,2022-11-17,19.99
6008,New,2023-11-22,2024-04-09,29.99
6009,Continue,2022-11-17,2023-04-28,29.99
6010,Continue,2023-08-16,2024-04-21,29.99
6011,Continue,2022-10-23,2023-02-09,29.99
6012,Continue,2022-08-19,2023-03-02,29.99
6013,Continue,2023-02-26,2023-08-03,29.99
6014,Continue,2022-01-06,2022-08-21,29.99
6015,Back to us,2023-06-11,2024-01-06,19.99
6016,Continue,2023-06-06,2023-08-03,19.99
6017,Continue,2022-07-01,2022-12-04,29.99
6018,Back to us,2023-02-01,2023-12-17,19.99
6019,Continue,2022-05-18,2022-12-14,9.99
6020,New,2023-05-21,2024-03-03,9.99
6021,Continue,2022-04-28,2023-03-25,29.99
6022,Continue,2023-04-04,2023-10-22,29.99
6023,New,2023-04-08,2023-05-26,29.99
6024,Continue,2022-03-28,2022-07-24,9.99
6025,Back to us,2023-06-16,2023-11-26,29.99
6026,Back to us,2023-03-18,2023-04-26,9.99
6027,Continue,2022-12-05,2023-11-29,19.99
6028,Continue,2023-09-13,2024-01-31,19.99
6029,Continue,2022-12-09,2023-07-24,19.99
6030,Continue,2022-10-06,2022-11-11,29.99
6031,Back to us,2022-01-06,2022-02-07,19.99
6032,Back to us,2022-01-06,2022-04-18,9.99
6033,Continue,2023-05-25,2023-08-09,9.99
6034,Back to us,2022-05-10,2022-07-11,9.99
6035,Back to us,2023-10-17,2024-07-25,19.99
6036,Continue,2022-11-11,2023-01-09,9.99
6037,Continue,2022-01-25,2022-06-06,9.99
6038,Continue,2023-01-05,2023-02-26,19.99
6039,Continue,2023-09-12,2024-05-07,29.99
6040,Continue,2023-11-25,2024-10-30,9.99
6041,Continue,2022-11-11,2023-08-14,19.99
6042,Back to us,2023-06-03,2023-12-07,9.99
6043,Continue,2022-09-15,2023-08-28,29.99
6044,Continue,2022-03-13,2022-05-16,29.99
6045,Back to us,2022-10-13,2022-12-24,19.99
6046,New,2022-10-24,2023-02-26,29.99
6047,Continue,2022-12-16,2023-07-14,19.99
6048,Continue,2023-03-25,2024-03-21,19.99
6049,New,2023-02-20,2023-08-31,9.99
6050,New,2023-09-20,2024-05-21,19.99
6051,Back to us,2023-10-28,2024-10-14,9.99
6052,Continue,2022-03-06,2022-08-12,29.99
6053,Continue,2022-06-08,2023-05-15,9.99
6054,Back to us,2022-08-09,2023-05-19,19.99
6055,Continue,2023-02-16,2023-08-27,9.99
6056,Continue,2022-04-23,2022-08-16,29.99
6057,Continue,2023-09-19,2024-07-14,29.99
6058,Continue,2022-10-05,2023-05-06,9.99
6059,New,2023-03-10,2023-11-06,29.99
6060,New,2023-08-13,2023-10-05,9.99
6061,Continue,2022-07-09,2022-09-14,9.99
6062,Continue,2022-04-22,2023-03-03,9.99
6063,New,2023-04-03,2023-08-25,19.99
6064,Back to us,2022-11-27,2023-09-02,29.99
6065,New,2023-07-27,2023-10-31,19.99
6066,Continue,2022-09-01,2023-01-01,29.99
6067,Continue,2022-06-27,2023-04-11,9.99
6068,Continue,2023-03-01,2023-05-20,9.99
6069,Continue,2023-01-18,2023-12-24,19.99
6070,Back to us,2023-04-09,2023-05-18,9.99
6071,Back to us,2023-04-15,2023-08-26,19.99
6072,Continue,2023-09-12,2024-01-09,29.99
6073,Continue,2022-10-01,2023-08-03,29.99
6074,New,2023-05-12,2024-04-16,9.99
6075,Continue,2023-09-09,2024-06-01,29.99
6076,Continue,2023-07-10,2024-01-26,9.99
6077,Continue,2023-08-22,2024-01-09,29.99
6078,Continue,2022-01-27,2022-09-09,19.99
6079,Continue,2023-04-24,2023-07-26,29.99
6080,Back to us,2022-05-14,2022-07-09,9.99
6081,Back to us,2023-03-15,2023-07-01,29.99
6082,New,2023-11-24,2024-07-27,9.99
6083,New,2023-06-20,2023-10-24,29.99
6084,Back to us,2023-05-05,2024-01-10,29.99
6085,Continue,2023-03-06,2023-06-05,19.99
6086,Back to us,2022-12-01,2023-06-29,29.99
6087,Continue,2022-04-17,2022-10-11,29.99
6088,Continue,2023-07-10,2023-08-15,19.99
6089,Continue,2022-02-01,2022-06-09,29.99
6090,Continue,2022-06-20,2022-08-21,19.99
6091,New,2023-08-01,2024-04-14,9.99
6092,Continue,2022-07-01,2022-10-31,9.99
6093,Continue,2023-03-02,2023-10-30,29.99
6094,New,2022-09-26,2023-03-31,9.99
6095,Continue,2023-02-09,2023-08-12,29.99
6096,Continue,2023-12-17,2024-10-09,19.99
6097,New,2023-05-06,2024-02-27,29.99
6098,Continue,2022-08-12,2023-01-22,19.99
6099,Continue,2022-01-07,2022-06-06,9.99
6100,Back to us,2023-04-16,2024-02-11,19.99
6101,Continue,2022-05-19,2022-07-22,19.99
6102,Back to us,2023-08-03,2023-11-18,19.99
6103,Continue,2023-09-08,2024-09-03,19.99
6104,Continue,2023-02-14,2023-07-13,9.99
6105,Continue,2023-01-09,2024-01-02,9.99
6106,New,2022-11-24,2023-01-18,9.99
6107,Continue,2022-07-10,2022-08-28,9.99
6108,Back to us,2023-06-01,2024-01-14,29.99
6109,Back to us,2023-04-06,2023-08-29,19.99
6110,Continue,2023-04-19,2023-07-22,19.99
6111,Back to us,2022-02-01,2022-07-18,29.99
6112,Continue,2023-05-21,2023-10-26,29.99
6113,New,2022-08-04,2022-10-28,9.99
6114,Back to us,2022-10-18,2023-09-03,29.99
6115,Continue,2022-09-19,2023-07-06,19.99
6116,Continue,2022-04-28,2023-01-23,29.99
6117,Back to us,2023-09-11,2023-10-20,19.99
6118,Continue,2022-09-20,2023-06-12,19.99
6119,New,2023-01-07,2024-01-01,9.99
6120,New,2023-11-07,2024-10-07,19.99
6121,Back to us,2022-08-14,2023-05-02,29.99
6122,New,2022-10-04,2023-07-16,19.99
6123,New,2022-06-10,2023-01-13,19.99
6124,Continue,2023-08-01,2024-02-16,29.99
6125,Continue,2022-03-11,2023-01-31,9.99
6126,Continue,2023-11-06,2024-05-11,29.99
6127,Back to us,2022-12-26,2023-08-01,29.99
6128,Continue,2022-02-20,2022-03-27,9.99
6129,Continue,2023-12-03,2024-05-27,19.99
6130,Continue,2022-12-28,2023-06-25,29.99
6131,Continue,2022-12-18,2023-05-16,9.99
6132,New,2022-06-05,2023-01-15,19.99
6133,New,2023-08-23,2023-10-11,19.99
6134,New,2022-04-26,2023-02-07,9.99
6135,Continue,2022-03-14,2022-08-03,29.99
6136,Continue,2022-12-22,2023-11-14,19.99
6137,Continue,2023-02-20,2023-12-13,9.99
6138,Continue,2022-11-28,2023-07-06,9.99
6139,Continue,2023-08-18,2023-11-27,9.99
6140,Continue,2023-02-25,2023-07-17,19.99
6141,New,2023-08-26,2024-08-01,19.99
6142,New,2022-11-23,2023-03-23,19.99
6143,Continue,2022-07-17,2023-01-14,19.99
6144,Back to us,2023-09-28,2023-12-07,9.99
6145,Back to us,2023-12-17,2024-05-01,9.99
6146,Continue,2023-03-01,2023-07-08,29.99
6147,Continue,2023-02-14,2023-11-10,9.99
6148,Continue,2023-03-27,2023-07-07,19.99
6149,Back to us,2023-10-26,2024-04-28,19.99
6150,Continue,2023-08-01,2023-09-04,29.99
6151,New,2022-02-24,2022-04-13,19.99
6152,New,2022-03-08,2022-08-22,29.99
6153,Back to us,2023-12-01,2024-08-19,9.99
6154,Continue,2022-02-15,2022-04-16,9.99
6155,Back to us,2022-11-22,2023-06-29,29.99
6156,New,2023-11-10,2024-08-19,19.99
6157,Back to us,2022-09-18,2023-08-29,9.99
6158,Back to us,2022-04-05,2022-12-04,19.99
6159,New,2022-02-09,2022-12-18,9.99
6160,Back to us,2022-08-20,2023-05-22,19.99
6161,Back to us,2023-01-17,2023-05-26,9.99
6162,Continue,2022-02-28,2022-10-15,19.99
6163,New,2023-06-01,2024-02-24,9.99
6164,Back to us,2022-05-19,2023-01-02,29.99
6165,Back to us,2022-05-23,2023-01-28,9.99
6166,Continue,2022-03-11,2022-12-16,19.99
6167,Continue,2023-08-24,2024-01-12,29.99
6168,New,2023-06-19,2024-06-10,9.99
6169,Continue,2022-11-28,2023-06-05,9.99
6170,Continue,2023-04-08,2023-09-08,29.99
6171,New,2023-11-05,2024-02-22,19.99
6172,Continue,2022-05-07,2022-09-30,29.99
6173,Continue,2023-09-14,2024-07-22,19.99
6174,Continue,2022-05-19,2022-08-11,29.99
6175,Continue,2022-12-13,2023-10-12,19.99
6176,Continue,2023-04-28,2023-06-09,9.99
6177,New,2022-07-16,2022-11-13,29.99
6178,New,2022-12-06,2023-03-12,19.99
6179,Back to us,2022-07-05,2023-04-14,19.99
6180,Continue,2022-09-18,2022-12-24,9.99
6181,Continue,2023-05-16,2023-11-18,9.99
6182,Continue,2022-12-07,2023-01-26,19.99
6183,Continue,2023-12-03,2024-08-29,9.99
6184,Continue,2023-06-23,2024-04-05,29.99
6185,Continue,2023-05-02,2023-09-12,9.99
6186,New,2022-01-01,2022-08-31,9.99
6187,New,2022-04-02,2022-12-10,19.99
6188,Continue,2023-02-05,2023-08-11,9.99
6189,Back to us,2022-03-07,2022-04-21,29.99
6190,New,2022-07-17,2022-08-22,9.99
6191,Continue,2023-10-01,2024-08-23,9.99
6192,New,2022-01-10,2022-11-02,19.99
6193,Continue,2022-01-15,2022-11-02,19.99
6194,Continue,2023-07-03,2024-04-29,9.99
6195,Continue,2023-11-11,2024-07-18,9.99
6196,Continue,2023-06-04,2024-05-22,19.99
6197,Back to us,2023-06-03,2023-11-05,19.99
6198,Continue,2023-01-17,2023-12-28,19.99
6199,New,2022-06-13,2022-09-04,19.99
6200,Continue,2022-10-25,2023-08-01,19.99
6201,Continue,2023-09-19,2024-05-06,29.99
6202,Continue,2022-09-19,2023-01-18,29.99
6203,New,2022-09-17,2023-02-14,9.99
6204,Back to us,2022-01-21,2022-03-29,29.99
6205,Continue,2022-04-28,2022-06-22,29.99
6206,New,2022-09-01,2023-01-23,29.99
6207,Continue,2023-09-18,2024-03-11,19.99
6208,Continue,2022-03-10,2022-06-26,9.99
6209,Continue,2023-10-23,2024-06-16,9.99
6210,Back to us,2022-11-27,2023-03-08,19.99
6211,Continue,2023-04-26,2023-12-25,9.99
6212,New,2023-03-16,2023-09-19,19.99
6213,Back to us,2023-01-24,2023-06-27,19.99
6214,Continue,2022-12-14,2023-02-15,29.99
6215,Continue,2023-01-25,2023-11-10,29.99
6216,New,2023-12-10,2024-09-23,29.99
6217,Continue,2022-02-13,2022-09-21,19.99
6218,Back to us,2022-04-18,2023-02-24,29.99
6219,Continue,2022-07-27,2022-11-13,19.99
6220,Continue,2023-10-26,2023-11-25,9.99
6221,New,2022-11-08,2023-08-09,29.99
6222,Back to us,2022-02-21,2023-02-14,9.99
6223,Continue,2023-12-24,2024-01-25,19.99
6224,New,2022-08-22,2022-10-27,29.99
6225,Continue,2022-10-15,2022-11-25,19.99
6226,Continue,2023-01-23,2024-01-16,19.99
6227,New,2023-08-23,2024-06-22,19.99
6228,New,2023-05-25,2023-11-25,9.99
6229,Back to us,2022-11-07,2023-07-18,9.99
6230,Continue,2022-05-10,2023-02-17,29.99
6231,Continue,2022-12-07,2023-09-25,19.99
6232,New,2022-02-18,2022-05-09,9.99
6233,New,2023-02-24,2023-11-30,29.99
6234,Continue,2022-12-06,2023-09-30,29.99
6235,Continue,2022-01-10,2022-12-26,9.99
6236,Continue,2022-11-20,2023-02-16,9.99
6237,Continue,2023-02-22,2023-11-25,9.99
6238,Continue,2023-09-26,2024-04-11,9.99
6239,Back to us,2023-09-02,2024-05-19,29.99
6240,Continue,2023-05-17,2023-12-25,19.99
6241,Continue,2022-09-09,2022-12-16,19.99
6242,Continue,2022-09-12,2022-12-20,9.99
6243,New,2022-03-04,2022-06-15,29.99
6244,Continue,2023-09-17,2024-04-07,19.99
6245,Continue,2023-01-08,2023-09-16,29.99
6246,Continue,2022-05-04,2023-04-19,29.99
6247,Continue,2022-02-20,2022-04-03,19.99
6248,Continue,2022-07-07,2023-02-02,29.99
6249,Continue,2022-01-27,2022-06-01,29.99
6250,Continue,2023-09-03,2024-05-29,29.99
6251,Continue,2022-11-27,2023-01-14,19.99
6252,Continue,2022-08-17,2023-08-05,19.99
